id,question,choices,label
743,A student proposes the rate of increase in a plant's mass will be proportional to the length of light exposure per day when all other variables are constant. How should this proposal be classified?,"{""text"": [""as a hypothesis"", ""as a conclusion"", ""as a theory"", ""as a statement""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1914,A hillside along a highway has exposed layers of undisturbed sedimentary rock. Which method would be best for scientists to use to determine the relative age of these sedimentary rock layers?,"{""text"": [""apply the law of superposition"", ""calculate the rate of radiometric decay"", ""apply the law of crosscutting relationships"", ""calculate the rate of tectonic plate movement""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1355,"Brittany pedaled her bicycle quickly on a level surface. When she stopped pedaling and coasted, the bicycle slowed and came to a stop. What happened to the energy of the moving bicycle as it coasted to a stop?","{""text"": [""It was transferred to heat due to friction."", ""It was reabsorbed into Brittany's muscles."", ""It was stored in the bicycle wheels as potential energy."", ""It was transferred to the air in the form of visible light.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1851,"Tay-Sachs disease is a recessive genetic disorder. If only one gene is present, an individual is a carrier. What is the probability of two healthy Tay-Sachs carriers having a child that has the disease?","{""text"": [""0%"", ""25%"", ""50%"", ""75%""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1350,"Several interchangeable parts are used in the manufacture of automobiles. Some examples of these parts are batteries, windshield wiper blades, spark plugs, and tires. Which of the following is an advantage of interchangeable parts over non-interchangeable parts on automobiles?","{""text"": [""Interchangeable parts are generally more expensive than custom-made parts for automobiles."", ""Interchangeable parts break more often now than in years past on most automobiles."", ""Interchangeable parts are plentiful for custom-made automobiles."", ""Interchangeable parts can fit many kinds of automobiles.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2020,"When nitrogen-rich runoff from farms enters a nearby farm, it causes abundant growth of algal mat on the pond surface. As a result, underwater plants in the pond begin to die. Identify the limiting factor that is most responsible for causing the underwater plants to die.","{""text"": [""oxygen"", ""sunlight"", ""nitrogen"", ""carbon dioxide""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
515,"In eukaryotic organisms, microtubules give cells structure, and microfilaments help the cell contract and move. Together, they combine to perform functions similar to what two human body systems?","{""text"": [""the endocrine and skeletal systems"", ""the circulatory and respiratory systems"", ""the skeletal and muscular systems"", ""the integumentary and excretory system""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1570,Which is the best explanation of the term ecology?,"{""text"": [""the study of the nonliving parts of the environment"", ""the study of the living parts of the environment"", ""the study of the protection and renewal of natural resources"", ""the study of organisms and their interactions with the environment""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1441,Students studying the atmosphere want to display the percentage of each greenhouse gas as compared to the total amount of greenhouse gases found in the atmosphere. Which representation would be most appropriate for displaying these percentages?,"{""text"": [""bar graph"", ""line graph"", ""pie chart"", ""data table""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1134,To which planet do National Aeronautics and Space Administration (NASA) scientists hope to send humans next?,"{""text"": [""Mars"", ""Venus"", ""Jupiter"", ""Mercury""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1857,"Lemon juice turns litmus paper red, is corrosive and tastes sour. Lemon juice is classified as","{""text"": [""an acid."", ""a base."", ""an element."", ""More information is needed to classify lemon juice.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
321,Which stage in the reptile life cycle is most like the birth of a lion cub?,"{""text"": [""hatching from an egg"", ""shedding the skin"", ""hunting for food"", ""finding a mate""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2226,Which of these provides the best evidence that the environment of Earth has changed over millions of years?,"{""text"": [""active migration of sand dunes"", ""polished appearance of rock surfaces"", ""marine fossils found in mountains"", ""bones of animals found on the ground""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
612,"All stars start forming in the same manner. Some follow the life cycle of the Sun, while others turn into neutron stars or black holes. Which property determines the fate of a star as it develops?","{""text"": [""mass"", ""location"", ""luminosity"", ""temperature""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
440,A student is growing some plants for an experiment. She notices small white spots on the leaves. Which tool should she use to get a better look at the spots?,"{""text"": [""thermometer"", ""hand lens"", ""graduated cylinder"", ""balance""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1723,A windstorm knocks down many trees in a national park. Timber companies want to get rid of the fallen trees. How would this most likely harm the park ecosystem?,"{""text"": [""reduces the risk of fire"", ""decreases erosion problems"", ""increases the risk of drought"", ""removes available nutrients""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
747,"During photosynthesis, plants absorb light energy from the Sun and convert it into chemical energy in the form of glucose. Which compounds combine in the presence of sunlight to form glucose?","{""text"": [""carbon dioxide (CO2) and hydrogen (H2)"", ""oxygen (O2) and carbon dioxide (CO2)"", ""carbon dioxide (CO2) and water (H2O)"", ""oxygen (O2) and water (H2O)""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1949,Which of these materials on the walls of a room would work best to keep sound from making an echo?,"{""text"": [""marble"", ""carpet"", ""wood"", ""glass""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1450,"In 1976, the Viking I Lander was sent to Mars to analyze atmospheric gases and soil samples. The Viking I Lander was most likely a","{""text"": [""space probe."", ""space shuttle."", ""lunar module."", ""natural satellite.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2216,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,"{""text"": [""an iron spoon"", ""an aluminum spoon"", ""a wooden spoon"", ""a silver spoon""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1717,A student is using hydrochloric acid in an investigation. Which piece of safety equipment is most important during this investigation?,"{""text"": [""mask"", ""goggles"", ""fire extinguisher"", ""disinfectant spray""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
110,Biotic components need to be recycled through an ecosystem. Which type of organisms are best able to recycle nutrients back into the ecosystem?,"{""text"": [""decomposers"", ""predators"", ""producers"", ""scavengers""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
516,Which kind of rock is produced by deposition and cementation?,"{""text"": [""marble, a metamorphic rock"", ""sandstone, a sedimentary rock"", ""granite, an intrusive igneous rock"", ""pumice, an extrusive igneous rock""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
108,A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?,"{""text"": [""Gallons"", ""Liters"", ""Miles"", ""Centimeters""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
232,Minerals are formed by which process?,"{""text"": [""magma cooling"", ""fault lines moving"", ""metamorphosis"", ""sedimentation""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
963,Deer eat different types of plants in an ecosystem. Which method would best show the percentages of the plant types in the deer diet?,"{""text"": [""pie chart"", ""bar graph"", ""line graph"", ""scatterplot""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1444,Growth and repair in multicellular organisms are the result of,"{""text"": [""excretion"", ""locomotion"", ""cell division"", ""decomposition""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
1499,"The fur color of a bear varies with its environment. Polar bears found in the Arctic have white fur, while black bears found in Pennsylvania have dark fur. Which best describes the variation of fur color amongst the bear species?","{""text"": [""modified characteristic"", ""ecological succession"", ""structural adaptation"", ""selective breeding""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1932,A student completes several tasks while making breakfast. During which task does the student make a solution?,"{""text"": [""adding sugar to tea"", ""pouring milk on cereal"", ""spreading jelly on toast"", ""sprinkling cheese on eggs""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1789,Which part of a strawberry plant absorbs most of the water needed by the plant?,"{""text"": [""flowers"", ""fruits"", ""leaves"", ""roots""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1798,"When the cells in an organism divide and reproduce, the organism can grow. Which cell organelle contains the genetic material for reproduction?","{""text"": [""the nucleus"", ""the ribosome"", ""the mitochondrion"", ""the endoplasmic reticulum""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
125,"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?","{""text"": [""The scientist needs to publish additional papers."", ""The scientist needs to obtain government support."", ""Other scientists need to state their beliefs."", ""Many scientists need to evaluate the data.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
678,Which occurs as a result of Earth's tilt on its rotating axis?,"{""text"": [""movement of the tides"", ""prevalent or trade winds"", ""seasonal changes in the climate"", ""light and dark changes of day and night""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1561,The students watch ocean waves crash on a beach. Which statement describes what will most likely happen because of the waves?,"{""text"": [""Grass on the beach will grow longer."", ""Sand from the beach will wash away."", ""Salt from the ocean will be left on the beach."", ""Currents in the ocean will become stronger.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1296,Which animals are most likely to carry the seeds found in berries from the parent plant to another area?,"{""text"": [""bees"", ""birds"", ""flies"", ""caterpillars""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1917,Miranda's neighbors have an apple tree in their yard. What is the source of energy for the apple tree?,"{""text"": [""rain"", ""soil"", ""sunlight"", ""wind""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1593,Which two body systems work together to transport oxygen to the cells?,"{""text"": [""skeletal and respiratory"", ""digestive and respiratory"", ""respiratory and circulatory"", ""respiratory and reproductive""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
27,Which of these would help to prevent infections from occurring in small cuts and scrapes?,"{""text"": [""apply a cold ice pack"", ""raise the injured area"", ""apply pressure to stop bleeding"", ""wash the area with warm, soapy water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
508,Why is water considered to be a renewable resource?,"{""text"": [""Water can be used over again."", ""Water can be found all over Earth."", ""Water can dissolve other substances."", ""Water is needed by organisms to stay alive.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2235,A car skids along the road and smoke appears to be coming from under the tires. The heat that produces the smoke is caused by,"{""text"": [""magnetism"", ""sound"", ""light"", ""friction""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1038,Which is the most basic unit of living things?,"{""text"": [""Cells"", ""Bones"", ""Tissues"", ""Organs""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
738,Which force causes a marble to sink to the bottom of a glass of water?,"{""text"": [""gravity"", ""friction"", ""magnetism"", ""electricity""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
805,The Milky Way Galaxy is visible as a bright region in the night sky. Modern telescopic observation has made it possible to discover that the brightness of the Milky Way Galaxy is due primarily to which structure?,"{""text"": [""clouds of hot gas"", ""large numbers of stars"", ""high energy compounds"", ""extremely reflective ice particles""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1297,All rocks are composed of,"{""text"": [""fossils"", ""cells"", ""metals"", ""minerals""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
2152,Scientists working for a company are testing a new medicine that they think will help heal damaged tissue. In which part of the company are the scientists working?,"{""text"": [""distribution"", ""mass marketing"", ""public relations"", ""research""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
749,Which of the following best explains what will occur when a population grows larger than the carrying capacity of its environment?,"{""text"": [""The emigration rate will decrease."", ""The competition rate will decrease."", ""The birth rate will increase."", ""The death rate will increase.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
918,Mammals must eliminate waste products that their bodies produce. Which organ helps mammals eliminate bodily waste?,"{""text"": [""appendix"", ""kidney"", ""pancreas"", ""stomach""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
774,A researcher found shark fossils on top of a mountain. This evidence suggests which of the following about this region?,"{""text"": [""It was once below a waterfall."", ""It was once part of a riverbed."", ""It was once covered by an ocean."", ""It was once near a freshwater lake.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1944,An organism's cells include organelles and a cell wall. In which taxonomic group or groups might the organism be classified?,"{""text"": [""plants only"", ""bacteria or archaea"", ""plants, fungi, or protists"", ""bacteria, fungi, or protists""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
882,A glacier is a slow moving river of ice. How does a glacier help create soil?,"{""text"": [""It scrapes small particles off large rocks."", ""It carries plants down mountains and to oceans."", ""It melts and becomes part of streams and rivers."", ""It freezes small particles of dirt to form large rocks.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1678,"According to the Big Bang Theory, which element most likely formed first?","{""text"": [""carbon dioxide"", ""hydrogen"", ""oxygen"", ""nitrogen""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
525,Yumiko gave some reasons why kettles and kitchen pans are often made of copper. Which reason is correct?,"{""text"": [""Copper is a good conductor of heat."", ""Copper is easy to melt."", ""Copper is difficult to shape."", ""Copper dissolves in hot water.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1288,An important rule for students to know when heating a test tube is to,"{""text"": [""place a cork in the mouth of the test tube."", ""point the mouth of the test tube away from others."", ""hold the test tube loosely with the fingertips."", ""shake the test tube forcefully to keep contents mixed.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1730,"In a meadow ecosystem, mice receive most of the energy they need to survive directly from which of the following sources?","{""text"": [""minerals"", ""oxygen"", ""plants"", ""water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
844,Which of the following statements best explains why earthquakes occur more frequently in California than in Massachusetts?,"{""text"": [""The rock found in California is igneous, but the rock found in Massachusetts is sedimentary."", ""California is located on the boundary of two crustal plates, but Massachusetts is not."", ""The rock under California is soft, but the rock under Massachusetts is hard."", ""California is located on a continental plate, but Massachusetts is not.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
461,The Moon is visible to observers on Earth because of,"{""text"": [""reflected sunlight"", ""absorbed light from Earth's atmosphere"", ""gases in the Moon's interior"", ""volcanic eruptions on the Moon's surface""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
1221,"A certain disease of the spinal cord can be passed on from a dog to its offspring. This disease can result in the dog's muscles becoming weak, leading to paralysis. This is an example of","{""text"": [""an infectious disease."", ""a respiratory disease."", ""an inherited disease."", ""an environmental disease.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
473,The freezing and thawing action of water affects a rock by,"{""text"": [""transforming the rock into igneous rock."", ""chemically changing the rock."", ""gradually breaking down the rock into smaller pieces."", ""leaving behind sedimentary particles from evaporated solutions.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
59,Overuse of soil for farming causes local disruptions of several Earth subsystems. Which of these is a part of the biogeochemical cycle that experiences the most severe local disruption?,"{""text"": [""release of carbon into the atmosphere"", ""release of oxygen into the atmosphere"", ""cycling phosphorus into the soil"", ""cycling hydrogen into the soil""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
343,"Katia was listening to music on the radio. In order for the sound to be produced, the electrical energy must be converted into which type of energy?","{""text"": [""thermal energy"", ""magnetic energy"", ""chemical energy"", ""mechanical energy""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
445,"Hydrogen is located on the left side of the periodic table in the same column as the alkali metals, but it has characteristics of a nonmetal. Which of the following is a physical property of hydrogen?","{""text"": [""Hydrogen can bond to itself."", ""Hydrogen makes positive ions."", ""Hydrogen is a gas at room temperature."", ""Hydrogen is combustible.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1100,"After months of studying and obtaining data on the behavior of birds, biologists from around the world will look at the data and","{""text"": [""come up with several possible interpretations."", ""reject it and do their own investigations."", ""change the data to fit their expectations."", ""publish their own interpretations in a science journal.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
809,Which class of elements best conducts electricity?,"{""text"": [""metals"", ""nonmetals"", ""semimetals"", ""noble (inert) gases""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
318,Which of the following would be more likely to pollute a river?,"{""text"": [""allowing beavers to build a dam"", ""spreading fertilizer near the river"", ""mowing the grass on the river bank"", ""fishing from a bridge over the river""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1626,Drew was measuring the growth of a vine that can grow almost 31 cm a day. Which would be the best way to record his data of the growth over a period of a day?,"{""text"": [""a bar graph"", ""a line graph"", ""a pie graph"", ""a picture graph""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1376,Which movement of carbon between reservoirs takes the longest to achieve?,"{""text"": [""from burning coal to the atmosphere"", ""from plant tissues to coal in the crust"", ""from the atmosphere to the sugars in plants"", ""from the respiration of fish to the ocean waters""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
430,"In fruit flies, red eyes are dominant over sepia eyes. A male with red eyes is crossed with a female with sepia eyes producing first generation offspring that all had sepia eyes. What does this indicate about the flies that were crossed?","{""text"": [""Both parents are homozygous for the trait."", ""Both parents are heterozygous for the trait."", ""The male is heterozygous and the female is homozygous recessive for the trait."", ""The male is homozygous dominant and the female is heterozygous for the trait.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1605,A line graph is best used when the measured variable is,"{""text"": [""changing at a constant rate."", ""nearly equal in several trials."", ""being compared to a control."", ""observed at one point in time.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2006,An abiotic factor that most influences the organisms living in a salt marsh is,"{""text"": [""fish."", ""water."", ""predators."", ""grasses.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1054,The human body is made up of organ systems that work together as one unit. Which systems work together to prepare and distribute food for cells?,"{""text"": [""digestive and circulatory"", ""digestive and endocrine"", ""nervous and respiratory"", ""nervous and excretory""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2013,A student tosses a ball into the air. Which force causes the ball to fall back to the ground?,"{""text"": [""gravity"", ""magnetism"", ""mechanical"", ""friction""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
849,What happens when oil and water are mixed?,"{""text"": [""The mixture changes color."", ""The water becomes cloudy."", ""The oil dissolves in the water."", ""The oil and water remain separate.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
830,"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon?","{""text"": [""rainy."", ""sunny."", ""snowing."", ""hailing.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1938,A tight metal lid on a jar of pickles may loosen when it has been held in hot water. This is because the hot water causes the,"{""text"": [""glass jar to contract"", ""metal lid to contract"", ""glass jar to expand more than the metal lid expands"", ""metal lid to expand more than the glass jar expands""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
49,Which of these is the chemical symbol for magnesium?,"{""text"": [""Ma"", ""Mg"", ""Mn"", ""Mu""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1838,"When animals use energy, what is always produced?","{""text"": [""sugar"", ""heat"", ""oxygen"", ""starch""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
233,"Which of these best defines the term ""pollutant""?","{""text"": [""anything humans add to the atmosphere and oceans"", ""any substance that is harmful to the environment"", ""any substance that is a waste product of industry"", ""a substance that does not break down over time""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
135,A student determined the density of different bars of soap. Which should the student most likely do to check the accuracy of the results?,"{""text"": [""complete the experiment in one day"", ""test multiple brands of soap"", ""record data in metric units"", ""repeat the experiment""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1956,During which stage of an insect's life cycle does the female lay eggs?,"{""text"": [""nymph"", ""larva"", ""pupa"", ""adult""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2107,A group of students is taking a hike along a stream channel. One student picks up a rock from the stream and notices that the rock is very smooth and round. Which type of weathering most likely shaped the rock?,"{""text"": [""abrasion"", ""exfoliation"", ""fracturing"", ""oxidation""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
248,A class is studying textures and collects several samples. Which of these items would the students most likely use magnification to study?,"{""text"": [""hair"", ""cheese"", ""plastic spoon"", ""aluminum foil""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
614,A student mixed baking soda with vinegar and observed that the reaction was endothermic. When is a reaction endothermic?,"{""text"": [""when it is reversible"", ""when it can be repeated"", ""when it requires heat to make it happen"", ""when energy is released by the process""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2117,Mosquitoes have adapted to detect carbon dioxide using certain sensory nerves. Mosquitoes instinctually move toward greater concentrations of carbon dioxide. What is the importance of this adaptation?,"{""text"": [""It helps mosquitoes find food."", ""It helps mosquitoes find mates."", ""It helps mosquitoes find clean air."", ""It helps mosquitoes find shelter.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1101,Which mixture can be easily separated by adding water and pouring it through a coffee filter?,"{""text"": [""sugar and salt"", ""salt and sand"", ""sugar and baking soda"", ""iron filings and sand""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1751,Which two activities use most of the water used in an average U.S. household?,"{""text"": [""flushing toilets and washing clothes"", ""washing clothes and using sink faucets"", ""using sink faucets and showering"", ""showering and flushing toilets""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1069,Which technology used to generate electrical power involves a trade-off between economical electricity and long-term waste disposal problems?,"{""text"": [""fossil fuel"", ""nuclear reactor"", ""solar collector"", ""wind turbine""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
810,What are the products in the chemical reaction below? NaOH + HCl -> NaCl + H_{2}O,"{""text"": [""sodium hydroxide and hydrogen chloride"", ""sodium chloride and water"", ""sodium, chlorine, hydrogen, and oxygen"", ""sodium, chlorine, and water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
308,"The sun is a star of average size and brightness. From Earth, the sun appears as a round, yellow object in the daytime sky. At night, we see other stars. They appear as tiny points of light. Why does the sun appear larger than stars that we see at night?","{""text"": [""Daylight brightens the sun, making it appear larger."", ""Starlight bends as it passes planets, making the stars appear smaller."", ""The sun is closer to Earth than other stars, making the sun appear larger."", ""Earth's atmosphere filters out light from other stars, making them appear smaller.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1616,All of the processes listed below cause changes in Earth's surface. Which of the following is the slowest to change Earth's surface?,"{""text"": [""earthquake activity"", ""landslide"", ""volcanic eruption"", ""weathering""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1586,"Frog eggs hatch into tadpoles, and then tadpoles gradually develop into frogs. This process is known as","{""text"": [""adolescence."", ""crossbreeding."", ""regeneration."", ""metamorphosis.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
837,Most birds sit on their eggs until they hatch. Which of these is the most important reason why birds sit on their eggs?,"{""text"": [""to keep the eggs inside the nest"", ""to keep the eggs warm"", ""to protect the eggs from the wind"", ""to protect the eggs from the rain""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
256,How do producers get energy?,"{""text"": [""eating plants and seeds"", ""eating other animals"", ""breaking down organisms through decay"", ""using the sun to make food""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
681,Eye color in human beings is an,"{""text"": [""instinct."", ""acquired trait."", ""inherited trait."", ""environmentally influenced trait.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1908,What is a large buildup of moving ice and snow called?,"{""text"": [""drumlin"", ""delta"", ""glacier"", ""moraine""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2157,Photosynthesis is the process that converts carbon dioxide and water into,"{""text"": [""carbon and oxygen."", ""sugar and hydrogen."", ""sugar and oxygen."", ""nitrogen and carbon.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1413,What is the process that produces energy in the Sun for billions of years?,"{""text"": [""fission"", ""fusion"", ""solar winds"", ""solar radiation""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1640,Which is the best plan to make the fossil fuel supply last longer?,"{""text"": [""mine more coal"", ""reduce car pollution"", ""produce more gasoline"", ""reduce electricity use""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
383,Most of the concentration of which gas results from the activity of producer organisms?,"{""text"": [""nitrogen"", ""oxygen"", ""water vapor"", ""carbon dioxide""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
671,"When the pesticide DDT was first used, it killed nearly every mosquito it touched. Within a few years, however, many mosquitoes became resistant to DDT and survived. What enabled this to happen?","{""text"": [""meiosis"", ""migration"", ""immune responses"", ""gene mutations""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1471,Which of these elements is likely to be found in an organic compound?,"{""text"": [""helium"", ""hydrogen"", ""mercury"", ""tin""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1572,Which characteristic is not an inherited trait?,"{""text"": [""size"", ""eye color"", ""skin color"", ""personality""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2010,Changes in the weather are important to people living in Alaska. Which two tools best help scientists to share information about weather?,"{""text"": [""radio and computer"", ""clock and notebook"", ""television and hand lens"", ""microscope and telephone""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1218,How is the structure of an atom best described?,"{""text"": [""a negative core surrounded by densely packed matter"", ""a neutral core surrounded by mostly empty space"", ""a positive core surrounded by mostly empty space"", ""a positive core surrounded by densely packed matter""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2227,Which physical characteristic do some organisms have that helps them survive in the Arctic?,"{""text"": [""growing tall to hide in trees"", ""changing fur color to hide from predators"", ""developing large paws to protect themselves from the wind"", ""producing shallow root systems to protect themselves from the cold air""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1711,Which layer of the atmosphere contains the greatest amount of water vapor?,"{""text"": [""thermosphere"", ""mesosphere"", ""stratosphere"", ""troposphere""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
432,Which of these is the main function of a cell wall?,"{""text"": [""To make food"", ""To store water"", ""To provide support"", ""To make the plant green""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1399,The main source of food for a coyote population in one area is mice. Which is most likely to happen to these coyotes if a new predator begins eating the mice?,"{""text"": [""There will be fewer coyotes."", ""The coyotes will produce more young."", ""More coyotes will arrive from other locations."", ""Each coyote will spend less time hunting food.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
94,Roger poured water over a pile of sand. Some of the sand washed away. This process is similar to which of the following?,"{""text"": [""The eruption of a volcano"", ""The erosion of the walls of a canyon"", ""The uplifting of mountain ranges"", ""The forming of dunes or mounds in a desert""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
43,"When plants undergo photosynthesis, a reaction produces sugar, oxygen, and water. During respiration, stored energy from the products of photosynthesis is converted to usable energy. In what form is the energy stored prior to use in respiration?","{""text"": [""chemical energy"", ""kinetic energy"", ""light energy"", ""heat energy""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
131,Different systems of the human body perform different functions. Which system takes oxygen from the air to be moved by the circulatory system?,"{""text"": [""the respiratory system"", ""the digestive system"", ""the nervous system"", ""the skeletal system""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
760,Which example shows a new substance being formed?,"{""text"": [""a candle burning"", ""a shoelace being tied"", ""a pipe being cut in half"", ""a block of ice melting""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1783,"From Earth, the Sun appears brighter than any other star because the Sun is the","{""text"": [""newest star."", ""largest star."", ""hottest star."", ""closest star.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1047,Sally is making candy on the stove. She places a thermometer in the candy. What is she measuring?,"{""text"": [""length"", ""speed"", ""temperature"", ""weight""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1481,Which of the following is the main role of flowers found on most flowering plants?,"{""text"": [""to take in air"", ""to produce seeds"", ""to absorb nutrients"", ""to protect the stem""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2058,Which is a major organ of the nervous system?,"{""text"": [""brain"", ""stomach"", ""lung"", ""bone""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1117,Which process in the water cycle would be accelerated by an increase in temperature?,"{""text"": [""runoff"", ""evaporation"", ""precipitation"", ""condensation""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
